pid,L1_prime,LX_target,stim_pair,condition,referent,translation,congruence,response,rt
1025,gazeta,nanoch,gazeta-nanoch,OIC,orthography,mismatch,congruent,correct,0.6391949
1025,img_skarpetka,sawiko,img_skarpetka-sawiko,III,image,mismatch,incongruent,correct,0.4766015000641346
1025,kolano,abedo,kolano-abedo,OII,orthography,mismatch,incongruent,correct,0.4854350999230519
1025,osa,sodem,osa-sodem,OCC,orthography,match,congruent,correct,0.7036359
1025,winda,wema,winda-wema,OCI,orthography,match,incongruent,correct,0.4016173999989405
1025,img_kolano,abedo,img_kolano-abedo,IIC,image,mismatch,congruent,correct,0.6399868000298738
1025,homar,staca,homar-staca,OIC,orthography,mismatch,congruent,correct,0.6930927999783307
1025,img_krawat,rojon,img_krawat-rojon,ICI,image,match,incongruent,correct,0.4396049999631941
1025,lalka,obir,lalka-obir,OII,orthography,mismatch,incongruent,correct,0.7732329999562353
1025,kaczka,stotewal,kaczka-stotewal,OCI,orthography,match,incongruent,correct,0.5419255000306293
1025,img_cytryna,pekom,img_cytryna-pekom,III,image,mismatch,incongruent,correct,0.5985095999203622
1025,img_parasol,alo,img_parasol-alo,ICC,image,match,congruent,correct,0.6140497999731451
1025,krawat,rojon,krawat-rojon,OCC,orthography,match,congruent,correct,0.8140164000215009
1025,papryka,beler,papryka-beler,OIC,orthography,mismatch,congruent,correct,1.1868671999545768
1025,ziemniak,rocepra,ziemniak-rocepra,OCC,orthography,match,congruent,correct,0.4658618000103161
1025,torba,honisa,torba-honisa,OCI,orthography,match,incongruent,correct,0.4723397999769076
1025,img_krawat,prelata,img_krawat-prelata,III,image,mismatch,incongruent,correct,0.5357861999655142
1025,img_palec,owiza,img_palec-owiza,ICC,image,match,congruent,correct,0.4672613999573514
1025,ryba,nedonim,ryba-nedonim,OII,orthography,mismatch,incongruent,correct,1.6575291000772268
1025,img_wyspa,abedo,img_wyspa-abedo,IIC,image,mismatch,congruent,correct,0.5779481
1025,img_gazeta,fena,img_gazeta-fena,ICI,image,match,incongruent,correct,1.1065998000558466
1025,img_gazeta,nanoch,img_gazeta-nanoch,III,image,mismatch,incongruent,correct,0.4062941999873146
1025,img_kaczka,wema,img_kaczka-wema,IIC,image,mismatch,congruent,correct,0.5158071999903768
1025,kapelusz,badipret,kapelusz-badipret,OII,orthography,mismatch,incongruent,correct,0.8234567000763491
1025,img_lalka,josta,img_lalka-josta,ICC,image,match,congruent,correct,0.5641381000168622
1025,zegarek,beler,zegarek-beler,OCC,orthography,match,congruent,correct,0.5881354999728501
1025,img_samolot,techar,img_samolot-techar,ICI,image,match,incongruent,missed,N/A
1025,lalka,josta,lalka-josta,OCI,orthography,match,incongruent,correct,0.6355174999916926
1025,owca,lalum,owca-lalum,OIC,orthography,mismatch,congruent,correct,0.5356042999774218
1025,img_winda,wema,img_winda-wema,ICC,image,match,congruent,correct,0.4566637
1025,oko,tanek,oko-tanek,OCC,orthography,match,congruent,correct,0.7328655999153852
1025,koza,lazin,koza-lazin,OIC,orthography,mismatch,congruent,correct,0.7898708999855444
1025,img_silnik,staca,img_silnik-staca,III,image,mismatch,incongruent,correct,0.5967608999926597
1025,papuga,abuset,papuga-abuset,OCI,orthography,match,incongruent,correct,1.0515582000371069
1025,img_papryka,nanoch,img_papryka-nanoch,ICI,image,match,incongruent,missed,N/A
1025,img_foka,wema,img_foka-wema,IIC,image,mismatch,congruent,missed,N/A
1025,palec,lakob,palec-lakob,OII,orthography,mismatch,incongruent,correct,1.311684700078331
1025,img_dynia,badipret,img_dynia-badipret,ICC,image,match,congruent,correct,0.5700193999800831
1025,img_krowa,waben,img_krowa-waben,IIC,image,mismatch,congruent,correct,0.4900402000639587
1025,img_mewa,chepra,img_mewa-chepra,III,image,mismatch,incongruent,correct,1.4208825998939574
1025,mewa,lazin,mewa-lazin,OCC,orthography,match,congruent,correct,1.012280600029044
1025,img_homar,pekom,img_homar-pekom,ICI,image,match,incongruent,correct,0.5052289000013843
1025,mewa,chepra,mewa-chepra,OIC,orthography,mismatch,congruent,correct,0.684204
1025,lotnisko,nuketo,lotnisko-nuketo,OCI,orthography,match,incongruent,correct,0.8550596999702975
1025,parasol,ostana,parasol-ostana,OII,orthography,mismatch,incongruent,correct,0.6430427000159398
1025,kotwica,sawiko,kotwica-sawiko,OIC,orthography,mismatch,congruent,correct,0.8482938000233844
1025,img_torba,obir,img_torba-obir,IIC,image,mismatch,congruent,correct,0.6057814999949187
1025,img_koza,lazin,img_koza-lazin,III,image,mismatch,incongruent,correct,0.7395186999347061
1025,indyk,deba,indyk-deba,OCC,orthography,match,congruent,correct,0.4527975999517366
1025,img_kapelusz,ostana,img_kapelusz-ostana,ICC,image,match,congruent,correct,0.5759647999657318
1025,img_owca,sawiko,img_owca-sawiko,ICI,image,match,incongruent,correct,0.8160266000777483
1025,jajko,honisa,jajko-honisa,OII,orthography,mismatch,incongruent,correct,1.2305824999930337
1025,ucho,debota,ucho-debota,OCI,orthography,match,incongruent,correct,1.2962962000165137
1025,img_jajko,obir,img_jajko-obir,ICC,image,match,congruent,correct,0.4218198999296874
1025,kaczka,wema,kaczka-wema,OII,orthography,mismatch,incongruent,correct,1.5004468000261113
1025,img_butelka,uwa,img_butelka-uwa,ICI,image,match,incongruent,correct,0.5517079000128433
1025,palec,owiza,palec-owiza,OCI,orthography,match,incongruent,correct,1.3803400999167934
1025,papryka,nanoch,papryka-nanoch,OCC,orthography,match,congruent,correct,0.4480921999784186
1025,ziemniak,fena,ziemniak-fena,OIC,orthography,mismatch,congruent,correct,0.5404736999189481
1025,img_ucho,alo,img_ucho-alo,IIC,image,mismatch,congruent,correct,0.4656016000080853
1025,img_osa,pakosta,img_osa-pakosta,III,image,mismatch,incongruent,incorrect,0.4501966000534594
1025,wyspa,abedo,wyspa-abedo,OII,orthography,mismatch,incongruent,correct,0.7758606999414042
1025,img_lotnisko,nuketo,img_lotnisko-nuketo,ICC,image,match,congruent,correct,0.6464642999926582
1025,img_samolot,uwa,img_samolot-uwa,III,image,mismatch,incongruent,correct,0.6679191
1025,gazeta,fena,gazeta-fena,OCC,orthography,match,congruent,correct,0.6643473000731319
1025,img_winda,nalet,img_winda-nalet,IIC,image,mismatch,congruent,correct,0.5804084000410512
1025,img_skarpetka,prelata,img_skarpetka-prelata,ICI,image,match,incongruent,correct,0.5468737999908626
1025,jajko,obir,jajko-obir,OCI,orthography,match,incongruent,correct,0.4376396
1025,cebula,seranak,cebula-seranak,OIC,orthography,mismatch,congruent,correct,0.937172
1025,img_papuga,abuset,img_papuga-abuset,ICC,image,match,congruent,correct,0.7776506999507546
1025,foka,wema,foka-wema,OII,orthography,mismatch,incongruent,correct,1.403174199978821
1025,img_lotnisko,josta,img_lotnisko-josta,IIC,image,mismatch,congruent,correct,0.8565742999780923
1025,krowa,nedonim,krowa-nedonim,OCI,orthography,match,incongruent,correct,1.2774059999501333
1025,img_mewa,lazin,img_mewa-lazin,ICI,image,match,incongruent,correct,1.266003599972464
1025,samolot,techar,samolot-techar,OCC,orthography,match,congruent,correct,0.7419919999083504
1025,img_kotwica,sawiko,img_kotwica-sawiko,III,image,mismatch,incongruent,correct,0.5665519000031054
1025,cytryna,pekom,cytryna-pekom,OIC,orthography,mismatch,congruent,correct,0.7912237000418827
1025,kotwica,lalum,kotwica-lalum,OCC,orthography,match,congruent,correct,0.5587474000640213
1025,lotnisko,josta,lotnisko-josta,OII,orthography,mismatch,incongruent,correct,0.9587742000585422
1025,img_osa,sodem,img_osa-sodem,ICI,image,match,incongruent,correct,0.6377570000477135
1025,img_owca,lalum,img_owca-lalum,III,image,mismatch,incongruent,correct,0.6432402
1025,img_dzwonek,waben,img_dzwonek-waben,ICC,image,match,congruent,correct,1.416976
1025,fartuch,abedo,fartuch-abedo,OCI,orthography,match,incongruent,correct,0.9681476999539882
1025,img_dynia,ostana,img_dynia-ostana,IIC,image,mismatch,congruent,correct,0.7500535999424756
1025,zegarek,nanoch,zegarek-nanoch,OIC,orthography,mismatch,congruent,correct,1.3434299000073224
1025,osa,sodem,osa-sodem,OCC,orthography,match,congruent,correct,0.6411853999597952
1025,gazeta,nanoch,gazeta-nanoch,OIC,orthography,mismatch,congruent,correct,0.5649722999660298
1025,img_skarpetka,sawiko,img_skarpetka-sawiko,III,image,mismatch,incongruent,incorrect,1.3483173999702558
1025,img_papuga,izodo,img_papuga-izodo,IIC,image,mismatch,congruent,correct,0.7332803999306634
1025,img_wyspa,ota,img_wyspa-ota,ICC,image,match,congruent,correct,0.5438111999537796
1025,kolano,abedo,kolano-abedo,OII,orthography,mismatch,incongruent,correct,0.7120234000030905
1025,winda,wema,winda-wema,OCI,orthography,match,incongruent,correct,0.8501637999434024
1025,img_silnik,pakosta,img_silnik-pakosta,ICI,image,match,incongruent,correct,0.7824356999481097
1025,fartuch,ota,fartuch-ota,OII,orthography,mismatch,incongruent,correct,0.7748419999843463
1025,img_papryka,beler,img_papryka-beler,III,image,mismatch,incongruent,correct,1.1191548999631775
1025,img_foka,nalet,img_foka-nalet,ICC,image,match,congruent,missed,N/A
1025,butelka,uwa,butelka-uwa,OCC,orthography,match,congruent,correct,0.9535236000083388
1025,img_koza,ezaja,img_koza-ezaja,ICI,image,match,incongruent,correct,0.3969920000527054
1025,img_lustro,stotewal,img_lustro-stotewal,IIC,image,mismatch,congruent,correct,0.6250425
1025,oko,techar,oko-techar,OIC,orthography,mismatch,congruent,correct,1.652694399934262
1025,foka,nalet,foka-nalet,OCI,orthography,match,incongruent,correct,0.4659371000016108
1025,stopa,seranak,stopa-seranak,OCC,orthography,match,congruent,correct,1.2489639000268653
1025,krawat,prelata,krawat-prelata,OIC,orthography,mismatch,congruent,correct,0.6455244000535458
1025,wyspa,ota,wyspa-ota,OCI,orthography,match,incongruent,correct,0.6418034000089392
1025,img_oko,tanek,img_oko-tanek,ICI,image,match,incongruent,correct,0.5109337
1025,dzwonek,nedonim,dzwonek-nedonim,OII,orthography,mismatch,incongruent,correct,1.561632699915208
1025,img_kaczka,stotewal,img_kaczka-stotewal,ICC,image,match,congruent,correct,0.7612402000231668
1025,img_cebula,seranak,img_cebula-seranak,III,image,mismatch,incongruent,correct,0.5774900999385864
1025,img_palec,lakob,img_palec-lakob,IIC,image,mismatch,congruent,correct,0.6342806000029668
1025,img_ziemniak,rocepra,img_ziemniak-rocepra,ICI,image,match,incongruent,correct,0.4708713999716565
1025,img_ryba,nedonim,img_ryba-nedonim,IIC,image,mismatch,congruent,correct,0.4912206000881269
1025,img_stopa,chepra,img_stopa-chepra,III,image,mismatch,incongruent,correct,0.7377227999968454
1025,papuga,izodo,papuga-izodo,OII,orthography,mismatch,incongruent,correct,0.6241212000604719
1025,samolot,uwa,samolot-uwa,OIC,orthography,mismatch,congruent,correct,0.6697072
1025,koza,ezaja,koza-ezaja,OCC,orthography,match,congruent,correct,0.4485586999217048
1025,img_torba,honisa,img_torba-honisa,ICC,image,match,congruent,correct,0.3885563
1025,parasol,alo,parasol-alo,OCI,orthography,match,incongruent,correct,0.5477217000443488
1025,dynia,ostana,dynia-ostana,OII,orthography,mismatch,incongruent,correct,0.5569158000871539
1025,kapelusz,ostana,kapelusz-ostana,OCI,orthography,match,incongruent,correct,0.5408305000746623
1025,img_ucho,debota,img_ucho-debota,ICC,image,match,congruent,correct,0.6463583000004292
1025,img_jajko,honisa,img_jajko-honisa,IIC,image,mismatch,congruent,correct,0.5703699999721721
1025,skarpetka,sawiko,skarpetka-sawiko,OIC,orthography,mismatch,congruent,correct,0.7232964999275282
1025,img_cebula,chepra,img_cebula-chepra,ICI,image,match,incongruent,correct,0.4594865000108257
1025,homar,pekom,homar-pekom,OCC,orthography,match,congruent,correct,0.7522553000599146
1025,img_homar,staca,img_homar-staca,III,image,mismatch,incongruent,correct,0.7438520999858156
1025,img_zegarek,nanoch,img_zegarek-nanoch,III,image,mismatch,incongruent,correct,0.4654645000118762
1025,lustro,tobyla,lustro-tobyla,OCI,orthography,match,incongruent,correct,0.5026850000722334
1025,silnik,pakosta,silnik-pakosta,OCC,orthography,match,congruent,correct,0.7761448000092059
1025,img_fartuch,ota,img_fartuch-ota,IIC,image,mismatch,congruent,correct,0.6469869000138715
1025,krowa,waben,krowa-waben,OII,orthography,mismatch,incongruent,correct,0.6530039999634027
1025,img_zegarek,beler,img_zegarek-beler,ICI,image,match,incongruent,correct,0.5930692999390885
1025,butelka,deba,butelka-deba,OIC,orthography,mismatch,congruent,correct,0.6335534999379888
1025,img_kolano,izodo,img_kolano-izodo,ICC,image,match,congruent,correct,0.5338615999789909
1025,img_krowa,waben,img_krowa-waben,IIC,image,mismatch,congruent,correct,0.8620230000233278
1025,lotnisko,nuketo,lotnisko-nuketo,OCI,orthography,match,incongruent,correct,0.8598778999876231
1025,mewa,chepra,mewa-chepra,OIC,orthography,mismatch,congruent,correct,0.8477484999457374
1025,img_dynia,badipret,img_dynia-badipret,ICC,image,match,congruent,correct,0.5805909000337124
1025,parasol,ostana,parasol-ostana,OII,orthography,mismatch,incongruent,correct,0.7628202999476343
1025,img_mewa,chepra,img_mewa-chepra,III,image,mismatch,incongruent,correct,0.8840133999474347
1025,img_homar,pekom,img_homar-pekom,ICI,image,match,incongruent,correct,1.1342248000437394
1025,mewa,lazin,mewa-lazin,OCC,orthography,match,congruent,correct,0.6153414999134839
1025,silnik,staca,silnik-staca,OIC,orthography,mismatch,congruent,correct,0.5416805000277236
1025,img_kotwica,lalum,img_kotwica-lalum,ICI,image,match,incongruent,correct,1.2381362000014633
1025,img_butelka,deba,img_butelka-deba,III,image,mismatch,incongruent,correct,0.6986462000058964
1025,img_lalka,obir,img_lalka-obir,IIC,image,mismatch,congruent,correct,0.7120278999209404
1025,img_ryba,lakob,img_ryba-lakob,ICC,image,match,congruent,correct,0.7948305000318214
1025,dzwonek,waben,dzwonek-waben,OCI,orthography,match,incongruent,missed,N/A
1025,skarpetka,prelata,skarpetka-prelata,OCC,orthography,match,congruent,correct,0.8005689999554306
1025,ucho,alo,ucho-alo,OII,orthography,mismatch,incongruent,correct,0.7907356999348849
1025,ryba,nedonim,ryba-nedonim,OII,orthography,mismatch,incongruent,correct,0.7327835001051426
1025,img_krawat,prelata,img_krawat-prelata,III,image,mismatch,incongruent,correct,0.7422717000590637
1025,ziemniak,rocepra,ziemniak-rocepra,OCC,orthography,match,congruent,correct,0.6709364999551326
1025,img_gazeta,fena,img_gazeta-fena,ICI,image,match,incongruent,correct,0.4024378999602049
1025,torba,honisa,torba-honisa,OCI,orthography,match,incongruent,correct,0.3852943000383675
1025,img_wyspa,abedo,img_wyspa-abedo,IIC,image,mismatch,congruent,correct,0.6086351000703871
1025,papryka,beler,papryka-beler,OIC,orthography,mismatch,congruent,correct,0.8782110000029206
1025,img_palec,owiza,img_palec-owiza,ICC,image,match,congruent,correct,0.6172989000333473
1025,img_osa,pakosta,img_osa-pakosta,III,image,mismatch,incongruent,correct,0.7035279
1025,img_jajko,obir,img_jajko-obir,ICC,image,match,congruent,correct,0.4175501000136137
1025,papryka,nanoch,papryka-nanoch,OCC,orthography,match,congruent,correct,0.6885529999854043
1025,img_butelka,uwa,img_butelka-uwa,ICI,image,match,incongruent,missed,N/A
1025,img_ucho,alo,img_ucho-alo,IIC,image,mismatch,congruent,correct,0.6584741999395192
1025,ziemniak,fena,ziemniak-fena,OIC,orthography,mismatch,congruent,correct,0.6781515000620857
1025,palec,owiza,palec-owiza,OCI,orthography,match,incongruent,correct,0.4173855999251827
1025,kaczka,wema,kaczka-wema,OII,orthography,mismatch,incongruent,correct,0.6942375999642536
1025,img_gazeta,nanoch,img_gazeta-nanoch,III,image,mismatch,incongruent,correct,0.6178279999876395
1025,owca,lalum,owca-lalum,OIC,orthography,mismatch,congruent,correct,0.6790176
1025,img_lalka,josta,img_lalka-josta,ICC,image,match,congruent,correct,0.5070610999828205
1025,img_samolot,techar,img_samolot-techar,ICI,image,match,incongruent,correct,1.0777420999947935
1025,zegarek,beler,zegarek-beler,OCC,orthography,match,congruent,correct,0.7127323
1025,kapelusz,badipret,kapelusz-badipret,OII,orthography,mismatch,incongruent,correct,0.5625559000764042
1025,img_kaczka,wema,img_kaczka-wema,IIC,image,mismatch,congruent,correct,1.8594785999739545
1025,lalka,josta,lalka-josta,OCI,orthography,match,incongruent,correct,0.5208177999593318
1025,img_winda,wema,img_winda-wema,ICC,image,match,congruent,correct,0.4729568999027833
1025,koza,lazin,koza-lazin,OIC,orthography,mismatch,congruent,correct,1.7640623999759557
1025,img_silnik,staca,img_silnik-staca,III,image,mismatch,incongruent,correct,0.9968429999426008
1025,oko,tanek,oko-tanek,OCC,orthography,match,congruent,correct,0.6366670000134036
1025,img_papryka,nanoch,img_papryka-nanoch,ICI,image,match,incongruent,incorrect,1.3755745999515057
1025,papuga,abuset,papuga-abuset,OCI,orthography,match,incongruent,correct,0.6953739000018686
1025,img_foka,wema,img_foka-wema,IIC,image,mismatch,congruent,correct,0.6178422999801114
1025,palec,lakob,palec-lakob,OII,orthography,mismatch,incongruent,correct,0.6797719000605866
1025,img_cytryna,pekom,img_cytryna-pekom,III,image,mismatch,incongruent,correct,0.5793514000251889
1025,img_kolano,abedo,img_kolano-abedo,IIC,image,mismatch,congruent,missed,N/A
1025,krawat,rojon,krawat-rojon,OCC,orthography,match,congruent,correct,0.5476275999099016
1025,img_parasol,alo,img_parasol-alo,ICC,image,match,congruent,correct,0.6521889000432566
1025,kaczka,stotewal,kaczka-stotewal,OCI,orthography,match,incongruent,incorrect,1.775960500002839
1025,lalka,obir,lalka-obir,OII,orthography,mismatch,incongruent,correct,0.6238424999173731
1025,img_krawat,rojon,img_krawat-rojon,ICI,image,match,incongruent,correct,1.7807311000069603
1025,homar,staca,homar-staca,OIC,orthography,mismatch,congruent,missed,N/A
1025,ryba,lakob,ryba-lakob,OCI,orthography,match,incongruent,correct,0.4977885999251157
1025,img_indyk,uwa,img_indyk-uwa,III,image,mismatch,incongruent,correct,0.6829820999410003
1025,img_dzwonek,nedonim,img_dzwonek-nedonim,IIC,image,mismatch,congruent,correct,0.9192687
1025,owca,sawiko,owca-sawiko,OCC,orthography,match,congruent,correct,1.0898125000530854
1025,img_krowa,nedonim,img_krowa-nedonim,ICC,image,match,congruent,correct,1.9398209999781104
1025,img_indyk,deba,img_indyk-deba,ICI,image,match,incongruent,incorrect,1.4521325000096112
1025,winda,nalet,winda-nalet,OII,orthography,mismatch,incongruent,correct,1.6979951999383047
1025,osa,pakosta,osa-pakosta,OIC,orthography,mismatch,congruent,correct,0.7244650999782607
1025,img_kapelusz,badipret,img_kapelusz-badipret,IIC,image,mismatch,congruent,correct,0.5967795000178739
1025,lustro,stotewal,lustro-stotewal,OII,orthography,mismatch,incongruent,correct,0.6445272
1025,stopa,chepra,stopa-chepra,OIC,orthography,mismatch,congruent,correct,0.9054997999919578
1025,kolano,izodo,kolano-izodo,OCI,orthography,match,incongruent,incorrect,1.7551050999900326
1025,img_cytryna,staca,img_cytryna-staca,ICI,image,match,incongruent,correct,0.5084599000401795
1025,cytryna,staca,cytryna-staca,OCC,orthography,match,congruent,correct,0.5818630000576377
1025,img_ziemniak,fena,img_ziemniak-fena,III,image,mismatch,incongruent,correct,0.5565200999844819
1025,img_fartuch,abedo,img_fartuch-abedo,ICC,image,match,congruent,correct,0.6453677000245079
1025,torba,obir,torba-obir,OII,orthography,mismatch,incongruent,correct,0.5382171999663115
1025,img_parasol,ostana,img_parasol-ostana,IIC,image,mismatch,congruent,correct,0.6507721
1025,img_stopa,seranak,img_stopa-seranak,ICI,image,match,incongruent,correct,0.6646490000421181
1025,img_lustro,tobyla,img_lustro-tobyla,ICC,image,match,congruent,correct,0.5168591000838205
1025,dynia,badipret,dynia-badipret,OCI,orthography,match,incongruent,correct,0.5105647000018507
1025,indyk,uwa,indyk-uwa,OIC,orthography,mismatch,congruent,correct,0.5212344999890774
1025,img_oko,techar,img_oko-techar,III,image,mismatch,incongruent,correct,1.106605299981311
1025,cebula,chepra,cebula-chepra,OCC,orthography,match,congruent,correct,0.6377103000413626
1025,img_torba,obir,img_torba-obir,IIC,image,mismatch,congruent,correct,0.6741915999446064
1025,img_owca,sawiko,img_owca-sawiko,ICI,image,match,incongruent,correct,0.7736721000401303
1025,img_koza,lazin,img_koza-lazin,III,image,mismatch,incongruent,correct,0.7891806999687105
1025,jajko,honisa,jajko-honisa,OII,orthography,mismatch,incongruent,correct,1.316537999897264
1025,indyk,deba,indyk-deba,OCC,orthography,match,congruent,correct,0.6718189000384882
1025,img_kapelusz,ostana,img_kapelusz-ostana,ICC,image,match,congruent,correct,0.4984460000414401
1025,kotwica,sawiko,kotwica-sawiko,OIC,orthography,mismatch,congruent,correct,0.718047
1025,ucho,debota,ucho-debota,OCI,orthography,match,incongruent,correct,0.7441653000423685
1026,img_indyk,deba,img_indyk-deba,ICI,image,match,incongruent,correct,1.369825099944137
1026,osa,pakosta,osa-pakosta,OIC,orthography,mismatch,congruent,missed,N/A
1026,ryba,lakob,ryba-lakob,OCI,orthography,match,incongruent,missed,N/A
1026,img_indyk,uwa,img_indyk-uwa,III,image,mismatch,incongruent,correct,1.6245956000639126
1026,img_dzwonek,nedonim,img_dzwonek-nedonim,IIC,image,mismatch,congruent,correct,1.1985801999690011
1026,img_krowa,nedonim,img_krowa-nedonim,ICC,image,match,congruent,correct,1.2292339999694375
1026,owca,sawiko,owca-sawiko,OCC,orthography,match,congruent,correct,1.6026786000002176
1026,winda,nalet,winda-nalet,OII,orthography,mismatch,incongruent,correct,1.191700000083074
1026,img_silnik,pakosta,img_silnik-pakosta,ICI,image,match,incongruent,missed,N/A
1026,winda,wema,winda-wema,OCI,orthography,match,incongruent,correct,1.1842774000251666
1026,gazeta,nanoch,gazeta-nanoch,OIC,orthography,mismatch,congruent,missed,N/A
1026,img_wyspa,ota,img_wyspa-ota,ICC,image,match,congruent,correct,0.9565881000598891
1026,img_papuga,izodo,img_papuga-izodo,IIC,image,mismatch,congruent,missed,N/A
1026,img_skarpetka,sawiko,img_skarpetka-sawiko,III,image,mismatch,incongruent,correct,1.917903200024739
1026,kolano,abedo,kolano-abedo,OII,orthography,mismatch,incongruent,correct,1.0877379999728871
1026,osa,sodem,osa-sodem,OCC,orthography,match,congruent,correct,0.9620567000238224
1026,img_winda,wema,img_winda-wema,ICC,image,match,congruent,correct,1.0257547999499366
1026,img_silnik,staca,img_silnik-staca,III,image,mismatch,incongruent,correct,1.2707480000099167
1026,palec,lakob,palec-lakob,OII,orthography,mismatch,incongruent,correct,1.066927699954249
1026,oko,tanek,oko-tanek,OCC,orthography,match,congruent,correct,1.487314499914646
1026,papuga,abuset,papuga-abuset,OCI,orthography,match,incongruent,correct,1.058030999964103
1026,koza,lazin,koza-lazin,OIC,orthography,mismatch,congruent,correct,1.6456795999547469
1026,img_foka,wema,img_foka-wema,IIC,image,mismatch,congruent,correct,1.1056014000205323
1026,img_papryka,nanoch,img_papryka-nanoch,ICI,image,match,incongruent,missed,N/A
1026,silnik,pakosta,silnik-pakosta,OCC,orthography,match,congruent,missed,N/A
1026,lustro,tobyla,lustro-tobyla,OCI,orthography,match,incongruent,correct,1.4921712999930603
1026,img_zegarek,nanoch,img_zegarek-nanoch,III,image,mismatch,incongruent,correct,1.0943330000154674
1026,butelka,deba,butelka-deba,OIC,orthography,mismatch,congruent,missed,N/A
1026,krowa,waben,krowa-waben,OII,orthography,mismatch,incongruent,correct,1.3125542000634596
1026,img_kolano,izodo,img_kolano-izodo,ICC,image,match,congruent,correct,1.8584142
1026,img_fartuch,ota,img_fartuch-ota,IIC,image,mismatch,congruent,missed,N/A
1026,img_zegarek,beler,img_zegarek-beler,ICI,image,match,incongruent,correct,1.0228408999973908
1026,img_skarpetka,prelata,img_skarpetka-prelata,ICI,image,match,incongruent,correct,1.1889905999414625
1026,img_samolot,uwa,img_samolot-uwa,III,image,mismatch,incongruent,correct,1.124316299916245
1026,img_winda,nalet,img_winda-nalet,IIC,image,mismatch,congruent,missed,N/A
1026,wyspa,abedo,wyspa-abedo,OII,orthography,mismatch,incongruent,missed,N/A
1026,gazeta,fena,gazeta-fena,OCC,orthography,match,congruent,correct,1.7741191000677643
1026,cebula,seranak,cebula-seranak,OIC,orthography,mismatch,congruent,missed,N/A
1026,img_lotnisko,nuketo,img_lotnisko-nuketo,ICC,image,match,congruent,correct,0.9881534
1026,jajko,obir,jajko-obir,OCI,orthography,match,incongruent,correct,1.3068955999333411
1026,img_homar,pekom,img_homar-pekom,ICI,image,match,incongruent,missed,N/A
1026,mewa,chepra,mewa-chepra,OIC,orthography,mismatch,congruent,correct,1.3808858999982476
1026,img_dynia,badipret,img_dynia-badipret,ICC,image,match,congruent,correct,1.5554221000056714
1026,lotnisko,nuketo,lotnisko-nuketo,OCI,orthography,match,incongruent,correct,1.0195822999812665
1026,img_mewa,chepra,img_mewa-chepra,III,image,mismatch,incongruent,correct,1.0178053000709042
1026,mewa,lazin,mewa-lazin,OCC,orthography,match,congruent,correct,0.8395208999281749
1026,img_krowa,waben,img_krowa-waben,IIC,image,mismatch,congruent,correct,0.8433032999746501
1026,parasol,ostana,parasol-ostana,OII,orthography,mismatch,incongruent,correct,1.1288466000696644
1026,oko,techar,oko-techar,OIC,orthography,mismatch,congruent,missed,N/A
1026,foka,nalet,foka-nalet,OCI,orthography,match,incongruent,correct,1.936826099990867
1026,img_koza,ezaja,img_koza-ezaja,ICI,image,match,incongruent,correct,1.0339541001012549
1026,img_papryka,beler,img_papryka-beler,III,image,mismatch,incongruent,correct,1.3029835000634191
1026,img_lustro,stotewal,img_lustro-stotewal,IIC,image,mismatch,congruent,correct,1.5929061999777332
1026,img_foka,nalet,img_foka-nalet,ICC,image,match,congruent,correct,0.9359678000910208
1026,butelka,uwa,butelka-uwa,OCC,orthography,match,congruent,missed,N/A
1026,fartuch,ota,fartuch-ota,OII,orthography,mismatch,incongruent,missed,N/A
1026,img_krawat,rojon,img_krawat-rojon,ICI,image,match,incongruent,correct,0.8145547000458464
1026,homar,staca,homar-staca,OIC,orthography,mismatch,congruent,missed,N/A
1026,img_cytryna,pekom,img_cytryna-pekom,III,image,mismatch,incongruent,missed,N/A
1026,kaczka,stotewal,kaczka-stotewal,OCI,orthography,match,incongruent,correct,1.028383000055328
1026,img_parasol,alo,img_parasol-alo,ICC,image,match,congruent,correct,1.3389700000407174
1026,lalka,obir,lalka-obir,OII,orthography,mismatch,incongruent,correct,1.1630816999822855
1026,krawat,rojon,krawat-rojon,OCC,orthography,match,congruent,correct,0.8908808999694884
1026,img_kolano,abedo,img_kolano-abedo,IIC,image,mismatch,congruent,correct,0.8455447999294847
1026,kotwica,lalum,kotwica-lalum,OCC,orthography,match,congruent,correct,1.2023087999550626
1026,lotnisko,josta,lotnisko-josta,OII,orthography,mismatch,incongruent,correct,1.0005157999694347
1026,img_dzwonek,waben,img_dzwonek-waben,ICC,image,match,congruent,correct,1.477928799926303
1026,fartuch,abedo,fartuch-abedo,OCI,orthography,match,incongruent,correct,1.7455821000039575
1026,zegarek,nanoch,zegarek-nanoch,OIC,orthography,mismatch,congruent,correct,1.1702627999475226
1026,img_dynia,ostana,img_dynia-ostana,IIC,image,mismatch,congruent,correct,0.6253337000962347
1026,img_osa,sodem,img_osa-sodem,ICI,image,match,incongruent,correct,0.9343794999876992
1026,img_owca,lalum,img_owca-lalum,III,image,mismatch,incongruent,correct,1.2406107999850065
1026,dynia,ostana,dynia-ostana,OII,orthography,mismatch,incongruent,correct,0.8772729999618605
1026,img_ucho,debota,img_ucho-debota,ICC,image,match,congruent,correct,1.1524641999276355
1026,skarpetka,sawiko,skarpetka-sawiko,OIC,orthography,mismatch,congruent,correct,0.9134658999973908
1026,img_cebula,chepra,img_cebula-chepra,ICI,image,match,incongruent,correct,1.402675100020133
